,gene_name,ensembl_gene_id,chromosome,Source,Start,Strand,gene_source,gene_biotype,gene_length,gene_coding_length,Approved symbol,Approved name,Status,Previous symbols,Alias symbols,gene_include,n_cells,pct_cells
ROR1,ROR1,ENSG00000185483,1,ensembl_havana,63774021,+,ensembl_havana,protein_coding,407477,6715,ROR1,receptor tyrosine kinase like orphan receptor 1,Approved,NTRKR1,nan,True,33181,15.866511098572152
UBE2U,UBE2U,ENSG00000177414,1,ensembl_havana,64203626,+,ensembl_havana,protein_coding,63742,1838,UBE2U,ubiquitin conjugating enzyme E2 U,Approved,nan,MGC35130,True,521,0.24913210217763454
CACHD1,CACHD1,ENSG00000158966,1,ensembl_havana,64470791,+,ensembl_havana,protein_coding,222267,6345,CACHD1,cache domain containing 1,Approved,VWCD1,KIAA1573,True,25360,12.126660482197336
RAVER2,RAVER2,ENSG00000162437,1,ensembl_havana,64745094,+,ensembl_havana,protein_coding,88138,6070,RAVER2,"ribonucleoprotein, PTB binding 2",Approved,nan,"KIAA1579, FLJ10770",True,10312,4.930998536767308
JAK1,JAK1,ENSG00000162434,1,ensembl_havana,64833228,-,ensembl_havana,protein_coding,133276,6317,JAK1,Janus kinase 1,Approved,JAK1B,"JAK1A, JTK3",True,31019,14.832684601627728
AK4,AK4,ENSG00000162433,1,ensembl_havana,65147548,+,ensembl_havana,protein_coding,84597,7578,AK4,adenylate kinase 4,Approved,"AK3, AK3L1",nan,True,9889,4.728728135191225
DNAJC6,DNAJC6,ENSG00000116675,1,ensembl_havana,65248218,+,ensembl_havana,protein_coding,167651,6954,DNAJC6,DnaJ heat shock protein family (Hsp40) member C6,Approved,nan,"KIAA0473, PARK19",True,4073,1.9476296586746746
LEPR,LEPR,ENSG00000116678,1,ensembl_havana,65420651,+,ensembl_havana,protein_coding,220908,11370,LEPR,leptin receptor,Approved,nan,"OBR, CD295",True,12553,6.002601302564004
PDE4B,PDE4B,ENSG00000184588,1,ensembl_havana,65792513,+,ensembl_havana,protein_coding,582066,8644,PDE4B,phosphodiesterase 4B,Approved,DPDE4,nan,True,23493,11.233897267675946
SGIP1,SGIP1,ENSG00000118473,1,ensembl_havana,66533382,+,ensembl_havana,protein_coding,214917,10477,SGIP1,SH3GL interacting endocytic adaptor 1,Approved,nan,DKFZp761D221,True,11130,5.3221502826047455
TCTEX1D1,TCTEX1D1,ENSG00000152760,1,ensembl_havana,66752458,+,ensembl_havana,protein_coding,26329,3100,DYNLT5,dynein light chain Tctex-type family member 5,Approved,TCTEX1D1,FLJ40873,True,1069,0.5111750810516148
INSL5,INSL5,ENSG00000172410,1,ensembl_havana,66797740,-,ensembl_havana,protein_coding,3516,715,INSL5,insulin like 5,Approved,nan,nan,True,17,0.008129070512513987
WDR78,WDR78,ENSG00000152763,1,ensembl_havana,66812884,-,ensembl_havana,protein_coding,112003,6704,DNAI4,dynein axonemal intermediate chain 4,Approved,WDR78,"DIC4, FLJ23129",True,6843,3.272189971596071
MIER1,MIER1,ENSG00000198160,1,ensembl_havana,66924894,+,ensembl_havana,protein_coding,63725,8273,MIER1,MIER1 transcriptional regulator,Approved,nan,"hMI-ER1, MI-ER1, KIAA1610",True,23247,11.116264835553686
SLC35D1,SLC35D1,ENSG00000116704,1,ensembl_havana,66999331,-,ensembl_havana,protein_coding,54768,6162,SLC35D1,solute carrier family 35 member D1,Approved,nan,"UGTREL7, KIAA0260",True,9793,4.682822795826439
C1orf141,C1orf141,ENSG00000203963,1,ensembl_havana,67092164,-,ensembl_havana,protein_coding,139689,5022,C1orf141,chromosome 1 open reading frame 141,Approved,nan,nan,True,1957,0.9357994701758748
IL23R,IL23R,ENSG00000162594,1,ensembl_havana,67166399,+,ensembl_havana,protein_coding,93580,3012,IL23R,interleukin 23 receptor,Approved,nan,IL-23R,True,1056,0.5049587330126335
IL12RB2,IL12RB2,ENSG00000081985,1,ensembl_havana,67307363,+,ensembl_havana,protein_coding,89537,4233,IL12RB2,interleukin 12 receptor subunit beta 2,Approved,nan,nan,True,12538,5.995428593288257
SERBP1,SERBP1,ENSG00000142864,1,ensembl_havana,67407809,-,ensembl_havana,protein_coding,22606,7676,SERBP1,SERPINE1 mRNA binding protein 1,Approved,nan,"PAI-RBP1, DKFZP564M2423, CGI-55, HABP4L, PAIRBP1, CHD3IP",True,17724,8.475273280223407
GADD45A,GADD45A,ENSG00000116717,1,ensembl_havana,67685060,+,ensembl_havana,protein_coding,3278,2069,GADD45A,growth arrest and DNA damage inducible alpha,Approved,DDIT1,GADD45,True,4700,2.2474489064009258
GNG12,GNG12,ENSG00000172380,1,ensembl_havana,67701465,-,ensembl_havana,protein_coding,132002,4724,GNG12,G protein subunit gamma 12,Approved,nan,nan,True,25069,11.987509922247831
DIRAS3,DIRAS3,ENSG00000162595,1,ensembl_havana,68045961,-,ensembl_havana,protein_coding,5670,1973,DIRAS3,DIRAS family GTPase 3,Approved,ARHI,NOEY2,True,1068,0.5106969004332317
WLS,WLS,ENSG00000116729,1,ensembl_havana,68098472,-,ensembl_havana,protein_coding,134648,4469,WLS,Wnt ligand secretion mediator,Approved,"C1orf139, GPR177","FLJ23091, MRP, EVI, mig-14",True,22262,10.645256926446256
RPE65,RPE65,ENSG00000116745,1,ensembl_havana,68428821,-,ensembl_havana,protein_coding,21138,2610,RPE65,retinoid isomerohydrolase RPE65,Approved,RP20,"LCA2, rd12, BCO3",True,144,0.0688580090471773
DEPDC1,DEPDC1,ENSG00000024526,1,ensembl_havana,68474151,-,ensembl_havana,protein_coding,23070,5904,DEPDC1,DEP domain containing 1,Approved,nan,"DEP.8, FLJ20354, SDP35, DEPDC1A",True,420,0.2008358597209338
LRRC7,LRRC7,ENSG00000033122,1,ensembl_havana,69568397,+,ensembl_havana,protein_coding,583548,14652,LRRC7,leucine rich repeat containing 7,Approved,nan,"KIAA1365, densin-180",True,8982,4.295018314317684
LRRC40,LRRC40,ENSG00000066557,1,ensembl_havana,70144804,-,ensembl_havana,protein_coding,60816,2884,LRRC40,leucine rich repeat containing 40,Approved,nan,FLJ20331,True,7070,3.380736971969052
SRSF11,SRSF11,ENSG00000116754,1,ensembl_havana,70205681,+,ensembl_havana,protein_coding,47371,8473,SRSF11,serine and arginine rich splicing factor 11,Approved,SFRS11,"p54, NET2",True,65971,31.546053575356485
ANKRD13C,ANKRD13C,ENSG00000118454,1,ensembl_havana,70260587,-,ensembl_havana,protein_coding,94147,4595,ANKRD13C,ankyrin repeat domain 13C,Approved,nan,"DKFZP566D1346, dJ677H15.3",True,29894,14.294731405946655
HHLA3,HHLA3,ENSG00000197568,1,ensembl_havana,70354804,+,ensembl_havana,protein_coding,30535,1222,HHLA3,HERV-H LTR-associating 3,Approved,nan,nan,True,2610,1.2480514139800885
AL158839.1,AL158839.1,ENSG00000279230,1,ensembl,70363779,-,ensembl,protein_coding,2356,57,nan,nan,nan,nan,nan,True,102,0.04877442307508392
CTH,CTH,ENSG00000116761,1,ensembl_havana,70411217,+,ensembl_havana,protein_coding,28634,2414,CTH,cystathionine gamma-lyase,Approved,nan,nan,True,2434,1.1638916251446496
PTGER3,PTGER3,ENSG00000050628,1,ensembl_havana,70852352,-,ensembl_havana,protein_coding,195456,9653,PTGER3,prostaglandin E receptor 3,Approved,nan,"EP3, lnc003875",True,3064,1.4651454147260503
ZRANB2,ZRANB2,ENSG00000132485,1,ensembl_havana,71063290,-,ensembl_havana,protein_coding,18007,4993,ZRANB2,zinc finger RANBP2-type containing 2,Approved,ZNF265,"ZIS, ZIS1, ZIS2",True,44740,21.39380086646328
NEGR1,NEGR1,ENSG00000172260,1,ensembl_havana,71395939,-,ensembl_havana,protein_coding,886795,13417,NEGR1,neuronal growth regulator 1,Approved,nan,"KILON, MGC46680, Ntra, IGLON4",True,38822,18.563927966871645
LRRIQ3,LRRIQ3,ENSG00000162620,1,ensembl_havana,74026014,-,ensembl_havana,protein_coding,172173,8759,LRRIQ3,leucine rich repeats and IQ motif containing 3,Approved,LRRC44,MGC22773,True,1057,0.5054369136310167
FPGT-TNNI3K,FPGT-TNNI3K,ENSG00000259030,1,ensembl_havana,74198234,+,ensembl_havana,protein_coding,345748,9358,FPGT-TNNI3K,FPGT-TNNI3K readthrough,Approved,nan,nan,True,29,0.013867237933112096
TNNI3K,TNNI3K,ENSG00000116783,1,ensembl_havana,74235400,+,ensembl_havana,protein_coding,309028,4719,TNNI3K,TNNI3 interacting kinase,Approved,nan,CARK,True,515,0.24626301846733548
LRRC53,LRRC53,ENSG00000162621,1,havana,74469877,-,havana,protein_coding,42737,3859,LRRC53,leucine rich repeat containing 53,Approved,nan,nan,True,708,0.3385518778152884
ERICH3,ERICH3,ENSG00000178965,1,ensembl_havana,74568110,-,ensembl_havana,protein_coding,105628,8779,ERICH3,glutamate rich 3,Approved,C1orf173,"DKFZp547I048, RP11-653A5.1",True,525,0.25104482465116723
CRYZ,CRYZ,ENSG00000116791,1,ensembl_havana,74705481,-,ensembl_havana,protein_coding,27927,4085,CRYZ,crystallin zeta,Approved,nan,nan,True,4893,2.3397377657488785
TYW3,TYW3,ENSG00000162623,1,ensembl_havana,74733151,+,ensembl_havana,protein_coding,33527,4616,TYW3,tRNA-yW synthesizing protein 3 homolog,Approved,C1orf171,FLJ40918,True,6404,3.062268680125857
LHX8,LHX8,ENSG00000162624,1,ensembl_havana,75128433,+,ensembl_havana,protein_coding,33100,3977,LHX8,LIM homeobox 8,Approved,nan,Lhx7,True,52,0.024865392155925137
SLC44A5,SLC44A5,ENSG00000137968,1,ensembl_havana,75202130,-,ensembl_havana,protein_coding,408986,6299,SLC44A5,solute carrier family 44 member 5,Approved,nan,"MGC34032, CTL5",True,6573,3.143081204632614
ACADM,ACADM,ENSG00000117054,1,ensembl_havana,75724346,+,ensembl_havana,protein_coding,63229,4783,ACADM,acyl-CoA dehydrogenase medium chain,Approved,nan,"MCAD, MCADH, ACAD1",True,13645,6.524774537838432
RABGGTB,RABGGTB,ENSG00000137955,1,ensembl_havana,75786196,+,ensembl_havana,protein_coding,8883,5913,RABGGTB,Rab geranylgeranyltransferase subunit beta,Approved,nan,nan,True,7800,3.7298088233887703
MSH4,MSH4,ENSG00000057468,1,ensembl_havana,75796881,+,ensembl_havana,protein_coding,116357,3266,MSH4,mutS homolog 4,Approved,nan,nan,True,4937,2.3607777129577383
ASB17,ASB17,ENSG00000154007,1,ensembl_havana,75918872,-,ensembl_havana,protein_coding,13559,1107,ASB17,ankyrin repeat and SOCS box containing 17,Approved,nan,nan,True,908,0.43418800149192355
ST6GALNAC3,ST6GALNAC3,ENSG00000184005,1,ensembl_havana,76074718,+,ensembl_havana,protein_coding,559883,7237,ST6GALNAC3,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",Approved,SIAT7C,nan,True,29657,14.181402599389841
ST6GALNAC5,ST6GALNAC5,ENSG00000117069,1,ensembl_havana,76867440,+,ensembl_havana,protein_coding,198271,4263,ST6GALNAC5,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",Approved,SIAT7E,"MGC3184, ST6GalNAcV",True,8682,4.151564128802732
PIGK,PIGK,ENSG00000142892,1,ensembl_havana,77088989,-,ensembl_havana,protein_coding,130441,5513,PIGK,phosphatidylinositol glycan anchor biosynthesis class K,Approved,nan,"hGPI8, GPI8",True,9392,4.491072367854786
AK5,AK5,ENSG00000154027,1,ensembl_havana,77282050,+,ensembl_havana,protein_coding,277919,6919,AK5,adenylate kinase 5,Approved,nan,nan,True,5664,2.708415022522307
ZZZ3,ZZZ3,ENSG00000036549,1,ensembl_havana,77562415,-,ensembl_havana,protein_coding,121004,9008,ZZZ3,zinc finger ZZ-type containing 3,Approved,nan,"DKFZP564I052, ATAC1",True,41935,20.05250423189847
USP33,USP33,ENSG00000077254,1,ensembl_havana,77695986,-,ensembl_havana,protein_coding,63866,6918,USP33,ubiquitin specific peptidase 33,Approved,nan,"KIAA1097, VDU1",True,37028,17.70607193749223
FAM73A,FAM73A,ENSG00000180488,1,ensembl_havana,77779623,+,ensembl_havana,protein_coding,99916,9594,MIGA1,mitoguardin 1,Approved,FAM73A,FLJ35093,True,19980,9.55404875529585
NEXN,NEXN,ENSG00000162614,1,ensembl_havana,77888512,+,ensembl_havana,protein_coding,55383,4436,NEXN,nexilin F-actin binding protein,Approved,nan,"nexilin, NELIN",True,43741,20.916098428698486
FUBP1,FUBP1,ENSG00000162613,1,ensembl_havana,77944054,-,ensembl_havana,protein_coding,35056,5666,FUBP1,far upstream element binding protein 1,Approved,FUBP,FBP,True,25017,11.962644530091906
DNAJB4,DNAJB4,ENSG00000162616,1,ensembl_havana,77979174,+,ensembl_havana,protein_coding,38790,3783,DNAJB4,DnaJ heat shock protein family (Hsp40) member B4,Approved,nan,HLJ1,True,235,0.11237244532004628
GIPC2,GIPC2,ENSG00000137960,1,ensembl_havana,77979541,+,ensembl_havana,protein_coding,158908,3973,GIPC2,GIPC PDZ domain containing family member 2,Approved,nan,"FLJ20075, SEMCAP-2",True,10501,5.021374673641728
PTGFR,PTGFR,ENSG00000122420,1,ensembl_havana,78303883,+,ensembl_havana,protein_coding,235866,4714,PTGFR,prostaglandin F receptor,Approved,nan,FP,True,9367,4.479117852395206
IFI44L,IFI44L,ENSG00000137959,1,ensembl_havana,78619921,+,ensembl_havana,protein_coding,26224,10240,IFI44L,interferon induced protein 44 like,Approved,C1orf29,GS3686,True,5799,2.772969406004036
IFI44,IFI44,ENSG00000137965,1,ensembl_havana,78649795,+,ensembl_havana,protein_coding,14283,2038,IFI44,interferon induced protein 44,Approved,nan,"MTAP44, p44, TLDC5",True,5315,2.541529986706579
ADGRL4,ADGRL4,ENSG00000162618,1,ensembl_havana,78889763,-,ensembl_havana,protein_coding,116955,3527,ADGRL4,adhesion G protein-coupled receptor L4,Approved,ELTD1,ETL,True,9627,4.603444813174832
ADGRL2,ADGRL2,ENSG00000117114,1,ensembl_havana,81306159,+,ensembl_havana,protein_coding,686277,7754,ADGRL2,adhesion G protein-coupled receptor L2,Approved,"LPHH1, LPHN2","KIAA0786, LEC1",True,28741,13.743389152950853
TTLL7,TTLL7,ENSG00000137941,1,ensembl_havana,83865027,-,ensembl_havana,protein_coding,134123,10543,TTLL7,tubulin tyrosine ligase like 7,Approved,nan,FLJ23033,True,19204,9.182980595430505
PRKACB,PRKACB,ENSG00000142875,1,ensembl_havana,84078061,+,ensembl_havana,protein_coding,160437,6730,PRKACB,protein kinase cAMP-activated catalytic subunit beta,Approved,nan,PKACb,True,18831,9.004619224773581
SAMD13,SAMD13,ENSG00000203943,1,ensembl_havana,84298365,+,ensembl_havana,protein_coding,91592,3455,SAMD13,sterile alpha motif domain containing 13,Approved,nan,nan,True,1920,0.9181067872956973
DNASE2B,DNASE2B,ENSG00000137976,1,ensembl_havana,84398531,+,ensembl_havana,protein_coding,16487,1476,DNASE2B,deoxyribonuclease 2 beta,Approved,nan,DLAD,True,237,0.11332880655681264
RPF1,RPF1,ENSG00000117133,1,ensembl_havana,84479258,+,ensembl_havana,protein_coding,18532,1728,RPF1,ribosome production factor 1 homolog,Approved,BXDC5,nan,True,8304,3.970811855053891
GNG5,GNG5,ENSG00000174021,1,ensembl_havana,84498324,-,ensembl_havana,protein_coding,8241,1112,GNG5,G protein subunit gamma 5,Approved,nan,nan,True,10249,4.900873157809167
CTBS,CTBS,ENSG00000117151,1,ensembl_havana,84549605,-,ensembl_havana,protein_coding,24875,6939,CTBS,chitobiase,Approved,CTB,nan,True,6051,2.893470921836596
SSX2IP,SSX2IP,ENSG00000117155,1,ensembl_havana,84643706,-,ensembl_havana,protein_coding,47097,8639,SSX2IP,SSX family member 2 interacting protein,Approved,nan,hMsd1,True,3344,1.5990359878733396
LPAR3,LPAR3,ENSG00000171517,1,ensembl_havana,84811601,-,ensembl_havana,protein_coding,81612,3543,LPAR3,lysophosphatidic acid receptor 3,Approved,EDG7,"LP-A3, Edg-7, RP4-678I3, HOFNH30, LPA3",True,4731,2.262272505570804
MCOLN2,MCOLN2,ENSG00000153898,1,ensembl_havana,84925582,-,ensembl_havana,protein_coding,71531,3442,MCOLN2,mucolipin 2,Approved,nan,"TRPML2, FLJ36691, TRP-ML2",True,2261,1.0811663781643603
WDR63,WDR63,ENSG00000162643,1,ensembl_havana,84999146,+,ensembl_havana,protein_coding,133992,3923,DNAI3,dynein axonemal intermediate chain 3,Approved,WDR63,"DIC3, FLJ30067, NYD-SP29",True,5187,2.4803228675535323
MCOLN3,MCOLN3,ENSG00000055732,1,ensembl_havana,85018081,-,ensembl_havana,protein_coding,30418,6623,MCOLN3,mucolipin 3,Approved,nan,"TRPML3, FLJ11006, TRP-ML3",True,3148,1.505312586670237
SYDE2,SYDE2,ENSG00000097096,1,ensembl_havana,85156872,-,ensembl_havana,protein_coding,44174,6451,SYDE2,synapse defective Rho GTPase homolog 2,Approved,nan,FLJ13815,True,5608,2.6816369078928495
C1orf52,C1orf52,ENSG00000162642,1,ensembl_havana,85249952,-,ensembl_havana,protein_coding,9720,3420,C1orf52,chromosome 1 open reading frame 52,Approved,nan,"gm117, FLJ44982",True,8378,4.006197220814246
BCL10,BCL10,ENSG00000142867,1,ensembl_havana,85266247,-,ensembl_havana,protein_coding,10843,2819,BCL10,BCL10 immune signaling adaptor,Approved,nan,"CARMEN, CIPER, mE10, c-E10, CLAP",True,2693,1.287740405305892
DDAH1,DDAH1,ENSG00000153904,1,ensembl_havana,85318480,-,ensembl_havana,protein_coding,259883,4572,DDAH1,dimethylarginine dimethylaminohydrolase 1,Approved,nan,DDAH,True,18862,9.01944282394346
CYR61,CYR61,ENSG00000142871,1,ensembl_havana,85580760,+,ensembl_havana,protein_coding,3202,2455,CCN1,cellular communication network factor 1,Approved,"IGFBP10, CYR61",GIG1,True,14197,6.788730239185945
ZNHIT6,ZNHIT6,ENSG00000117174,1,ensembl_havana,85649422,-,ensembl_havana,protein_coding,59011,6197,ZNHIT6,zinc finger HIT-type containing 6,Approved,C1orf181,"FLJ20729, NY-BR-75, BCD1",True,12595,6.022684888536098
COL24A1,COL24A1,ENSG00000171502,1,ensembl_havana,85729232,-,ensembl_havana,protein_coding,427711,9568,COL24A1,collagen type XXIV alpha 1 chain,Approved,nan,nan,True,9261,4.42843070684659
ODF2L,ODF2L,ENSG00000122417,1,ensembl_havana,86346823,-,ensembl_havana,protein_coding,49519,10898,ODF2L,outer dense fiber of sperm tails 2 like,Approved,nan,KIAA1229,True,26423,12.634966479538651
CLCA2,CLCA2,ENSG00000137975,1,ensembl_havana,86424085,+,ensembl_havana,protein_coding,32473,4496,CLCA2,chloride channel accessory 2,Approved,nan,CLCRG2,True,3131,1.4971835161577232
CLCA1,CLCA1,ENSG00000016490,1,ensembl_havana,86468367,+,ensembl_havana,protein_coding,31922,3340,CLCA1,chloride channel accessory 1,Approved,nan,"CaCC, CLCRG1",True,350,0.1673632164341115
CLCA4,CLCA4,ENSG00000016602,1,ensembl_havana,86547077,+,ensembl_havana,protein_coding,33677,3447,CLCA4,chloride channel accessory 4,Approved,nan,CaCC2,True,3372,1.6124250451880684
SH3GLB1,SH3GLB1,ENSG00000097033,1,ensembl_havana,86704569,+,ensembl_havana,protein_coding,43615,6881,SH3GLB1,"SH3 domain containing GRB2 like, endophilin B1",Approved,nan,"CGI-61, KIAA0491, Bif-1, PPP1R70",True,20544,9.82374262406396
SEP15,SEP15,ENSG00000183291,1,ensembl_havana,86862444,-,ensembl_havana,protein_coding,51980,2103,SELENOF,selenoprotein F,Approved,nan,SEP15,True,23553,11.262588104778937
HS2ST1,HS2ST1,ENSG00000153936,1,ensembl_havana,86914647,+,ensembl_havana,protein_coding,195351,7429,HS2ST1,heparan sulfate 2-O-sulfotransferase 1,Approved,nan,KIAA0448,True,16288,7.788605912225166
RP5-1052I5.2,RP5-1052I5.2,ENSG00000267561,1,havana,86993008,+,havana,protein_coding,176196,2013,nan,nan,nan,nan,nan,True,236,0.11285062593842947
LMO4,LMO4,ENSG00000143013,1,ensembl_havana,87328467,+,ensembl_havana,protein_coding,20456,5833,LMO4,LIM domain only 4,Approved,nan,nan,True,11427,5.464169926264549
PKN2,PKN2,ENSG00000065243,1,ensembl_havana,88684221,+,ensembl_havana,protein_coding,152034,6897,PKN2,protein kinase N2,Approved,PRKCL2,"PRK2, Pak-2, STK7",True,46464,22.218184252555876
GTF2B,GTF2B,ENSG00000137947,1,ensembl_havana,88852931,-,ensembl_havana,protein_coding,39013,2225,GTF2B,general transcription factor IIB,Approved,nan,TFIIB,True,11388,5.445520882147605
CCBL2,CCBL2,ENSG00000137944,1,ensembl_havana,88935772,-,ensembl_havana,protein_coding,57181,2306,KYAT3,kynurenine aminotransferase 3,Approved,CCBL2,"RBM1, RP11-82K18.3, KAT3, KATIII",True,11571,5.5330279353117255
GBP3,GBP3,ENSG00000117226,1,ensembl_havana,89006665,-,ensembl_havana,protein_coding,16229,4297,GBP3,guanylate binding protein 3,Approved,nan,FLJ10961,True,4011,1.9179824603349178
GBP1,GBP1,ENSG00000117228,1,ensembl_havana,89052318,-,ensembl_havana,protein_coding,13042,4992,GBP1,guanylate binding protein 1,Approved,nan,nan,True,4499,2.1513346021059077
GBP2,GBP2,ENSG00000162645,1,ensembl_havana,89106131,-,ensembl_havana,protein_coding,44325,6276,GBP2,guanylate binding protein 2,Approved,nan,nan,True,11431,5.466082648738081
GBP7,GBP7,ENSG00000213512,1,ensembl_havana,89131750,-,ensembl_havana,protein_coding,44290,2454,GBP7,guanylate binding protein 7,Approved,nan,"FLJ38822, GBP4L",True,109,0.05212168740376615
GBP4,GBP4,ENSG00000162654,1,ensembl_havana,89181147,-,ensembl_havana,protein_coding,17785,6127,GBP4,guanylate binding protein 4,Approved,nan,Mpa2,True,2972,1.4211527978347982
GBP5,GBP5,ENSG00000154451,1,ensembl_havana,89258949,-,ensembl_havana,protein_coding,13855,8143,GBP5,guanylate binding protein 5,Approved,nan,nan,True,374,0.1788395512753077
GBP6,GBP6,ENSG00000183347,1,ensembl_havana,89364057,+,ensembl_havana,protein_coding,22404,2987,GBP6,guanylate binding protein family member 6,Approved,nan,DKFZp686G0786,True,2609,1.2475732333617053
LRRC8B,LRRC8B,ENSG00000197147,1,ensembl_havana,89524835,+,ensembl_havana,protein_coding,73029,7691,LRRC8B,leucine rich repeat containing 8 VRAC subunit B,Approved,nan,"TA-LRRP, KIAA0231",True,17118,8.185495825483201
RP11-302M6.4,RP11-302M6.4,ENSG00000271949,1,havana,89633139,+,havana,protein_coding,300111,654,nan,nan,nan,nan,nan,True,1209,0.5781203676252594
LRRC8D,LRRC8D,ENSG00000171492,1,ensembl_havana,89821013,+,ensembl_havana,protein_coding,115598,4852,LRRC8D,leucine rich repeat containing 8 VRAC subunit D,Approved,LRRC5,FLJ10470,True,857,0.4098007899543816
ZNF326,ZNF326,ENSG00000162664,1,ensembl_havana,89995111,+,ensembl_havana,protein_coding,40420,10984,ZNF326,zinc finger protein 326,Approved,nan,"Zfp326, ZAN75, FLJ20403, ZIRD",True,14389,6.880540917915515
